event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
civil_disorder,possible3,,FRIENDLY,"tritachyon_public,
hegemony_public",Possible civil disorder $onOrAt $market,"$faction has released a statement condemning the protests taking place $onOrAt $market, urging their leaders to turn themselves in to $rulingFaction officials.",Increased signs of civil disorder $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible4,,,news,Possible civil disorder $onOrAt $market,Local $rulingfaction authorities $onOrAt $market have announced that several prominent anti-government agitators have been arrested.,Increased signs of civil disorder $onOrAt $market.,,,,,
civil_disorder,likely,,,player_intel,$market $atOrOn 민중 봉기 임박,$market에서 대규모 시민 불안이 임박했습니다.,$market의 안정도를 높이면 봉기를 예방할 수 있습니다.,,,,,
civil_disorder,start1,,,news,Civil disorder $onOrAt $market,A general strike has broken out $onOrAt $market. $rulingfaction officials have released a statement condemning the actions of a few anti-government ringleaders. ,Decreased production $onOrAt $market.,,,,,
civil_disorder,start2,,,news,Civil disorder $onOrAt $market,A series of bombings targeting $rulingparty facilities $onOrAt $market has taken place. An official statement was made promising that the perpetrators would be brought to justice.,Decreased production $onOrAt $market.,,,,,
civil_disorder,start3,,,news,Civil disorder $onOrAt $market,Acts of sabotage have brought major production centers $onOrAt $market to a standstill.,Decreased production $onOrAt $market.,,,,,
civil_disorder,ending1,,,news,,Martial law has been declared $onOrAt $market to suppress civil disorder.,Production will likely soon return to normal levels.,,,,,
civil_disorder,ending2,,,news,,$rulingfaction officials $onOrAt $market have announced raids on several opposition safehouses. The resulting shootout led to scores of casualties.,Production will likely soon return to normal levels.,,,,,
civil_disorder,ending3,,,news,,Marines have been deployed to major population centers $onOrAt $market to quell the civil disorder.,Production will likely soon return to normal levels.,,,,,
civil_disorder,ending4,,,news,,Talks have opened between $rulingFaction and opposition leaders $onOrAt $market.,Production will likely soon return to normal levels.,,,,,
civil_disorder,end1,,,news,,Martial law has been lifted as peace returns to $market.,Production is back to normal levels.,,,,,
civil_disorder,end2,,,news,,Marines have been withdrawn from major population centers as peace returns to $market.,Production is back to normal levels.,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sindria_terrorists,likely,,,sindrian_diktat_internal,Possible terrorist attacks on Sindria,Intelligence indicates that terrorists have obtained a cache of illegal weapons and intend to use them against government targets.,Likely decreased production on Sindria.,,,,,precursor to terrorist attacks
sindria_terrorists,start1,,,news,Terrorist attacks on Sindria,A public monument commemorating the Lion's military victories was destroyed in a midnight bombing that was swiftly condemned by Diktat officials. A temporary curfew has been imposed in the major hive-cities and security patrols increased.,Decreased production on Sindria.,,,,,start option 1
sindria_terrorists,start2,,,news,Terrorist attacks on Sindria,Several bombs were found and defused in key Sindrian industrial centers. Facilities all over the planet have been shut down and searched for bombs. A Diktat official announced the assembly of a special taskforce to find the perpetrators.,Decreased production on Sindria.,,,,,start option 2
sindria_terrorists,start3,,,news,Terrorist attacks on Sindria,A series of bombings targeting Diktat administration offices has taken place on Sindria. A statement released by Diktat officials promised that the terrorists would be brought swift justice.,Decreased production on Sindria.,,,,,start option 3
sindria_terrorists,continued1,,,news,Terrorist attacks on Sindria,Several explosions rocked the upper levels of major hive cities; terrorist leaders have released a holovid statement saying that the bombings will continue until certain political prisoners held on Cruor are released by Diktat authorities. ,Decreased production on Sindria.,,,,,"may proceed through zero or more of the ""continued"" event stages before reaching one of the concluding stages."
sindria_terrorists,continued2,,,news,Terrorist attacks on Sindria,"Terrorist gunmen stormed a Diktat naval recruitment center today. All were killed in a firefight that raged for hours, leading to scores of civilian casualties. Diktat officials have condemned the cowardly act.",Decreased production on Sindria.,,,,,""""
sindria_terrorists,concluding1,,,news,Terrorist attacks ending on Sindria,A terrorist safehouse was stormed by security forces but found abandoned. Diktat Intelligence officials claim that they have found evidence which will help track down the terrorists.,Production on Sindria will soon return to normal levels.,,,,,
sindria_terrorists,concluding2,,,news,Terrorist attacks ending on Sindria,A terrorist henchman was captured and interrogated by Diktat intelligence. Officials state that the hunt for the terrorist leaders is nearing an end.,Production on Sindria will soon return to normal levels.,,,,,
sindria_terrorists,end1,,,news,Terrorist attacks on Sindria stopped.,"Several terrorist safehouses were raided by Diktat security forces in a sudden early morning operation. Improperly stored munitions detonated, say officials, leaving no survivors.",Production levels return to normal on Sindria.,,,,,
sindria_terrorists,end2,,,news,Terrorist attacks on Sindria stopped.,Diktat security forces have captured terrorist leaders attempting to flee Sindria. Officials have stated that after they are intergated by Diktat Intelligence there will be a swift trial and public execution.,Production levels return to normal on Sindria.,,,,,"Like a Cardassian novel, everyone arrested in Sindria is guilty - the only question remains: of what?"
